user_reputation,reply_count,thumbs_up,thumbs_down,best_score,text,stars
1,0,0,0,100,"These are so good, awesome I love it...",0
1,0,0,0,100,This was awesome! Made it tonight for dinner and my family loved it. Will definitely make this again.,5
1,0,0,0,100,This was ok. It was not amazing and nothing really special. I may make it again and I may not. We all thought is was ok.,3
1,0,6,6,214,this is mostly my favorite recipe in the entire world (i made an account just to rate it) but i need to know what on god&#39;s green earth made you use velveeta instead of just normal cheese,5
1,0,0,1,100,"I made this last year for my daughters birthday,she and everyone else loved it. It was so easy to make. I used cool whip frosting and added red food coloring and some fresh chopped strawberries. It was a big hit with my family. I will make it again this year for my husbands and my anniversary. It is so good!! Lala from Nashville",5
1,0,0,0,100,Finally a homemade mac n&#39; cheese that&#39;s creamy and not dry.,4
1,0,0,0,100,"Delicious!  I substitute 2 extra cans rinsed drained black beans for the turkey, as we generally prefer the beans to the turkey.  Crush up some tortilla chips on top and add a sprinkle of cheddar...YUM!",5
1,0,0,0,100,"Really tasty! Used celery salt instead of fresh celery (reduced reg salt some to accommodate). Added some  onion powder, garlic powder, and 4 oz Velveeta.",5
1,0,3,0,297,"My 16 year old daughter decided to go vegetarian,, so I try to incorporate some vegetarian meals into the meal line-up.  This turned outd out great. I used Shredded Italian cheese mixture instead of the other two cheese..",5
1,0,0,0,100,I have made this recipe several time. My son-in-law says this is the best. It&#39;s very good.,5
1,0,0,0,100,Good..,3
1,0,0,0,100,Excellent!!! Super easy and delicious. My husband loved this recipe. I will definitely make this again!,5
1,0,0,0,100,"This was a huge hit at both parties I took them to this year.  Easy to make, although they take time because of the need to let them harden between layers.  Had no problems with the icing cracking or the caramel running.  We kept them in the refrigerator or freezer until about a half an hour before serving.  To store, I buttered the bottom of a pyrex container lightly, made one layer with the candies, then put parchment paper down and made another layer on top.  Between chilling them and the parchment paper, it kept them from sticking together too much.",5
1,0,0,0,100,"This is a delicious bread recipe. If you own a KitchenAid stand mixer, use the dough kneading attachment and set the timer for 8-9 minutes instead of doing it by hand, unless you want a workout.",5
1,0,0,0,100,Absolutely delish! Wonderful cheesy ham flavor. Creamy and soothing to the palate. A sure keeper that I will make consistently!,5
1,0,0,0,100,"Being from a state where Beef is what&#39;s for dinner, my initial reaction to this recipe was less than excitement, but the reviews convinced me to give it a try.  We really liked it a lot.  I had to thicken it up a little with some cornstarch to suit my chili tastes.  Next time I make it, I will add a vegetable like cabbage or corn to increase the textural diversity but overall this is a really good chili and I will make it again.",4
1,0,4,0,329,EXCELLENT RECIPE!! This will be on regular rotation.,5
1,0,0,0,100,I really enjoyed this recipe.,5
0,0,8,14,188,"The batter is very thin - following this recipe and ladle size, that batter will just spread and spread in the pan. My first pancake was basically a crepe (I wasn’t using a huge pan). Had to add more flour to the recipe, so eventually it wound up okay, but I had to play with it first.",3
1,0,0,0,100,Very good. My husband and toddler went back for seconds. Will try adding mushrooms to sauce next time.,4
1,0,0,0,100,This is my go to banana bread. Never lasts long around here!,0
1,0,2,0,253,"Little confused on why it says that it makes 4 dozen. Should I only pour half the batter in, and then make again? Found this to be more cake-like than bar-like. I also put it in for 35 minutes because the middle was too pudding-like, though I was nervous about the browning edges (I live at high-altitude if that&#39;s relevant). Overall, an easy winner to take to work or a family gathering. I put salted caramel in the cream cheese frosting which was amazing. I will try enhancing it even more with another banana or some almonds next time.",4
1,0,0,0,100,I made this cake for a party I was having. I was very happy with how easy it was to prepare as I didn&#39;t have alot of extra time. My guests and family really liked it.When I told them how easy it was to make they all wanted the recipe! I will definetly make this cake again! jeds,5
1,0,4,0,329,"Great recipe, easier on glucose readings and delicious!  Thanks for sharing with us.  I don&#39;t care if it is green but for those who do ....don&#39;t make it! This so called sad imitation, as amateur cook called it, is better than most &#34;Key Lime&#39; pies I have eaten in some of the finest restaurants that not so amateur pastry chefs made!",5
1,0,0,1,100,"Hubby made this for a company Healthy Living Salads contest and I was lucky to get a cup to try! He used full-fat Miracle Whip and packaged pre-cooked rigatoni that he chopped up which was a little chewier than homemade. He cut the onion to one and used a mild onion. The chopping is a chore to say the least but he likes doing putzy stuff like that. Using sliced water chestnuts would trim some of the time off. Since he made it the night before, the dressing and onions had time to mellow.Exchanges I&#39;d make in the future would be half Miracle Whip and half yogurt, trying plain and then lemon. For salad meal, I&#39;d add add cheese cubes, ham, chicken, summer sausage, that lonely hotdog and sunflower or pumpkin seeds. Maybe whole grain pasta. Fresh or frozen peas, maybe pineapple tidbits or tomatoes.This was good as is but can be used as a base to expand ingredients.",5
10,0,0,0,100,It is no wonder why this basic banana muffin recipe has such high reviews!  It was quick to put together and we loved the fact that banana was the dominant flavor.  Made according to directions expect that I  used half white and half brown sugar.  Added chopped walnuts to the tops.  It was delightful.,5
1,0,0,0,100,"I love this bread, have made it several times.  I would probably categorize it more cake than bread, however.  I would like to make it in mini loaves to share but don&#39;t know how to adjust the baking time.  Any suggestions?",5
1,0,0,0,100,Just finished baking this for the very first time. I was so intrigued to bake it since it has so many great reviews. It came out great! Much better than other banana bread recipes I have tried. My picky 3-year-old daughter even loved it. It&#39;s definitely a keeper. Thanks for sharing this wonderful recipe.,5
0,0,0,0,100,"Hello, can this recipe be done in a microwave as well, as I wish to try it out by this weekend. Thanks.",0
1,0,0,0,100,"This was  delicious!  Everyone had seconds. The only downside was my largest frying pan, which is quite large, was not big enough.  I would suggest using a Dutch oven instead.",5
1,0,0,0,100,I have made this salad many times for holiday dinners and have taken it to potluck dinners as well.  I always get asked for the recipe!So good ....I could almost eat the whole bowl myself.,5
1,0,0,0,100,"this is almost the same as a cake I make all the time except there is a lot more oil added. Some have said there was not enough flavor, I always use Hershey&#39;s special dark cocoa in mine and it makes a huge difference. And the frosting recipe is what  I use as a filling inside the cake. and use a buttercream on top.",5
1,0,0,0,100,"It would have gotten 5 stars if there were more spices in the filling though. I follow this recipe then add cinnamon, clove, allspice &amp; ginger to taste...its a hit!",4
10,0,1,0,193,"Very delicious. Definitely use real maple syrup, it does make a difference. I also use brioche bread for a richer flavor.",5
1,0,0,0,100,"I made an account on here just to rate these cookies 5 star. They were easy to make and came out perfectly. I’ve never made ginger snap cookies before but they came out incredible, could recommend this to everyone!!",5
1,0,0,0,100,"This is a great recipe for all ages! The only change I made was to use an 8 oz bottle of mild picante sauce instead of the salsa. (My kids don&#39;t like the &#34;chunks&#34;) I spread a little sauce on the bottom of the pan before placing the tortillas.  This prevented sticking and hardness mentioned by others, and also kept the casserole from being runny. I will definitely make again!",5
1,0,0,0,100,Very good recipe.  you do need to add a couple of teaspoons of cornstarch to it in order to thicken it up.  I did omit the green chiles in order to control the heat.  they can be added when served if you like it to be more spicy.  Good for me without the chiles.  I also love to eat regular chili served over rice.  I did the same with this and it was great.,5
1,0,0,0,100,"For a delicious gooey top, cover it with aluminum foil when it first comes out of the oven.  This is a wonderful recipe!",5
0,0,1,0,193,"Made this for wife&#39;s church bake sale several years ago, and they&#39;ve begged for another every subsequent year. It has always cracked in the past, so this year I baked at 325°F for 55 minutes with a pan of water in the oven, then turned off the oven and left it in oven with door cracked  for 15 more minutes. No cracks in cake! Also helpful to know: 1.25 c Graham Cramer crumbs is 11 crackers; 0.25 c Oreo crumbs is 3 Oreo cookies.",5
1,0,0,0,100,what can I use instead of the jalapeno? a can of green chiliespdj,0
1,0,0,0,100,This is one of my go to recipes.  I add a can of green beans and olives and Italian seasoned diced tomatoes  to stretch and I use a red pepper with the ground beef.  I also use a crockpot liner (cleanup ease wins over possible carcinogens).,5
1,0,1,0,193,Easy recipe and very tasty. I will make it again.,5
1,0,0,0,100,"used mayo, very good",5
1,0,0,0,100,"I love this recipe. I cook it exactly as it reads and it turns out perfect everytime. There is no other pot pie that can compare to this one, and the thyme is crutial for delivering taste. A forever keeper for the whole family to enjoy!",5
1,0,0,0,100,"I made this recipe for Easter dinner for my family.  It was such a big hit!  Very light, and moist and very easy to make.  Will definitely be making it again soon!",5
1,0,0,0,100,"My husband and I loved this! I have to say I went through my cabinets and used random cans of  tomatoes and sauce. One can of tomatoes was garlic, the other was with onions and green peppers. One of my tomato sauces was Italian and the other was plain. I also did the Minute rice in the last 10 or 15 minutes. Mine turned out more like stuffed peppers without taking all of the time of boiling and baking. I will definitely make this again! Thank you!",5
1,0,0,0,100,I made this with keilbasa and no green peppers or mushrooms...it was wonderful!,4
1,0,0,0,100,"little dry, added pasta water.Husband loves it.",5
1,0,0,0,100,I have made this cookie just as the recipe says and it turns out perfect every time. This is my husband’s favorite cookie. I always double it each time I make it. I do not flatten the cookie balls at all. I bake for 10 minutes and leave on the cookie sheet about two minutes after taking them out of the oven. They look just as the picture shows and taste fantastic. I highly recommend this recipe.,5
1,0,0,0,100,This potpie would have been delicious but I thought it had way too much thyme. I will try again with only a smidgeon of thyme.,4
1,0,0,1,100,This is a great recipe. I cut the sugar down to one cup and used Greek yogurt in place of half the oil and it was still really good and a bit healthier.,5
1,0,0,0,100,"This (sometimes substituting ground turkey for beef) is a favorite &#39;go to&#39; recipe in our kitchen! Cornbread, made from our new favorite mix, &#39;Miracle Maize&#39;,  found at Walmart, makes it a meal!",5
1,0,0,0,100,I made it into 2 dozen cupcakes. The batter makes the perfect amount for 2 dozen and there is plenty of frosting. Very nice Guinness undertone with the chocolate :) Yum!,5
0,0,13,1,408,"This recipe was easy, fast, and so so delicious.  If you follow it like the video, it comes out perfectly. I did not whip the eggs until stiff peaks, and it was perfect! I will probably double or triple the recipe because that was barley enough for our family of 4!",5
1,0,5,2,261,"This soup is wonderful, full of flavor, and surprisingly simple.   I made a couple small adjustments to the original recipe, which are as follows:   I doubled the amount of mushrooms to 1 pound using a mixed variety of mushrooms and I used a large onion (chopped).   Otherwise, everything else was as written.   I like a lot of mushrooms in mushroom soup and 1/2 pound was not nearly enough.",5
1,0,0,0,100,"Absolutely delicious!! This is the only recipe I will use from now on when making pumpkin bread. I followed the directions exactly as written. Great taste, very moist. YUM, only problem, my family gobbled it up so quickly I will have to make another one.",5
1,0,0,0,100,Re: Smothered Chicken BreastsThis is a great recipe.  I don&#39;t usually flatten the chicken breasts.  It takes me about 45 minutes to prepare.  I usually use about half of the bacon.,0
1,0,3,3,184,"I used Regular dinner rolls, as I do not like really sweet bread, and I only used 6 but left the rest of the recipe as is.  It came out really well and we enjoyed it.",5
1,0,0,0,100,"I tried two different pumpkin bread recipes from this site over Christma &amp; this was the best by far. Really, really good.",5
1,0,0,0,100,We love this soup. Very filling and delicious.,5
1,0,0,0,100,good quality recipe and bread :) thank you.,4
1,0,0,0,100,Amazingly good! My family prefers this recipe over my Italian-born mother-in-law&#39;s!,5
1,0,0,0,100,Although moist I didn&#39;t find it very flavorful. Maybe I didn&#39;t measure right.,3
1,0,1,0,193,"I make a cake very similar to this - try this, when the cake comes out of the oven and has cooled, poke with a fork and put the crushed pineapple with juice over the cake, taking care to spoon it on all over the top to spread the juices over the cake.  it does not get soggy at all!  then spread the cream cheese mix over the pineapple and top with the cool whip.  i like to top it with coconut for a more tropical take.",5
1,0,0,0,100,"These muffins we&#39;re fast, easy,and delicious!  They come out perfectly-- very moist and not too dense. I added about 1cup of frozen blueberries to the batter which added to the flavor. I will definitely use this recipe again!",5
1,0,0,0,100,The best I&#39;ve ever eaten. It replaces my recipe from 45 years ago. The orange juice and zest make this banana bread.,5
1,0,0,0,100,Loved it!! Very easy to prepare. Not much prep time and delicious. Definitely will have it again soon.,4
1,0,0,0,100,turned out great!! Easy and tasty. Thanks for sharing.,5
1,0,0,0,100,"wow, this recipe was much more than I thought it would be. this is the one to try people. Outstanding!",5
1,0,0,0,100,"Great quick and easy recipe! I actually added a bag of thawed frozen seafood (scallops, shrimp, and squid) and only one can of clams and it was amazing!",5
1,0,25,7,788,"Replying to David957
Please don&#39;t chastise Shaar. We all have our preferences and I look for warnings about recipes that are too sweet because I don&#39;t like too much sweetness either. If you&#39;ll notice many readers here have commented about this recipe being too sweet. If you like it that sweet, that&#39;s okay too.",0
1,0,0,0,100,"I made two of these this past weekend and everyone loved them.  I used Smucker&#39;s Caramel Topping in the 12-oz. jar, not the Sundae Syrup in the pourable bottle.  The 12-oz. jar is approximately one cup of caramel.",5
20,0,3,0,297,"I made this recipe and made a couple very minor changes due to having certain ingredients on hand.  I used chicken broth instead of beef,  1 1/2 pounds chicken tenders cut into bite size pieces, 12 ounces of smoked beef sausage and 1 pound of 21/30 shrimp.  Everything else was as listed in recipe.  I must say, the finished dish was EXCELLENT!!  I would recommend this recipe to anyone and it would make a wonderful meal for guests.  Five stars for sure!!",5
1,0,2,0,253,"This is the easiest bread to make. Always have all ingredients on hand. I do not add the nuts. The butter is in the bread part NOT in the glaze. I can not understand how some people thought the butter was in the glaze. And, I agree, I have to cook about 10 minutes longer. Could be my oven. This never disappoints and could certainly be changed up using other berries and juice.",5
1,0,0,0,100,"My family devoured this delicious dish. After reading the reviews I made sure to dry the zucchini well, and I jazzed up my sauce with some fresh herbs (basil, parsley and oregano) and garlic, and instead of ground beef I used hot and spicy breakfast sausage I had on hand. Can&#39;t wait to make it again with a layer of sauteed mushrooms! Thanks for this great recipe.",5
1,0,0,0,100,These cupcakes are moist and have a great deal of flavor. I also sometimes substitute cream cheese frosting for the caramel frosting. Still is a big hit for any event.,5
1,0,0,0,100,"I made these this morning and they are DELICIOUS! I used 1/2 cup white sugar and 1/2 cup brown sugar instead of just 1 cup white sugar. I added a splash of cinnamon and they are fantastic! I cooked them at 350 degrees for 18 minutes, perfect timing. I didn&#39;t fill the  muffin tin half way, so they were a bit smaller than typical muffins but they&#39;re a hit. (Mix the brown sugar with the egg, oil, banana and vanilla extract then add to the dry ingredients!)",0
1,0,0,0,100,"Quick, easy, healthy and delicious!",5
1,0,1,0,193,"Yummy alternative for people like me who don&#39;t like pumpkin pie.Recipe is too sweet though. I halved the sugar for the bars and added more cream cheese to the icing. Plus I did half wholewheat flour which I may do only wholewheat flour next time. Also, I may reduce the amount of oil next time or use butter as they seemed a bit weighed down by oil. Still though super yummy!",5
1,0,0,0,100,Is the shortening liquid or solid?,0
1,0,0,1,100,Easy and delicious!,5
1,0,0,0,100,This soup is amazing! Really good.,0
1,0,0,0,100,Loved by everyone!  I doubled the recipe but did not double the cheese or the brown sugar.  The sauce was plenty sweet and could maybe even do with less sugar.  My husband said this was his favorite meatloaf recipe.,5
1,0,0,0,100,Delicious!,5
1,0,0,0,100,Easy main dish which is light and garden fresh.  Will certainly make again!,5
1,0,1,0,193,This recipe is so YUMMY and easy to make. Absolutely LOVED it!! Will make this many more times for sure.,5
1,0,0,0,100,"Amazing! I added cinnamon and an extra banana. I am going to get mini loaf pans, and then double the recipe then make it. I will say how it goes!",5
1,0,0,0,100,Wow!  This was an amazingly easy and DELICIOUS way to fix fish.  The sauce tastes exactly like the Chicken Piccata sauce from my favorite Italian restaurant.  I will definitely be making this one over and over!,5
1,0,0,0,100,I have this same recipe and it is WONDERFUL! It always receive raves from my company.,5
1,0,0,0,100,what a great recipe. i made today for my friend&#39;s baby shower and everyone loved it. i used a 9-in. x 13-in. pan and cut it in squares. i&#39;ll be making it for the up coming holidays! :),5
1,0,0,0,100,I made this yesterday and had some today for breakfast. First time making bread and it was awesome. My wife really enjoyed it too and said don’t freeze the 2nd loaf because it won’t last...,5
1,0,1,0,193,"I have now made these twice and they are the best fajitas I have EVER made!!!! But as some have commented, much better after marinating for at least 24 hours! The longer, the more flavorful!!!! Better than most restaurants!",5
1,0,0,0,100,Always a favorite!  I sometimes do raspberry as well.,5
1,0,0,0,100,"This is the best coleslaw that I&#39;ve ever tasted and that includes all the restaurant slaws.  I always make it the day before I&#39;m serving it.  Then right before serving, I drain it well.  I&#39;ve used this recipe dozens of times and have gotten dozens of compliments.  Excellent recipe!",5
1,0,0,0,100,"OMGosh! This is THE best banana bread recipe ever! I made it for Christmas and it was a big hit. My husband and son are diabetics, so I used Splenda instead of sugar and no one knew. I will definitely make this again and again.",5
1,0,0,0,100,My cake didn&#39;t rise. Isn&#39;t baking soda needed for helping to rise? I didn&#39;t see that in the receipe,2
1,0,2,0,253,"This recipe was really good.  I, however, put my on twist and substituted Italian sausage for ground beef. Made it taste even better!!!",5
1,0,0,0,100,Very yummy!  Doubled this and used home canned tomatoes and thawed swiss chard instead of spinach.  Next day the tortellini&#39;s started falling apart and absorbed a lot of the liquid still very tasty but better the first day.,5
1,0,0,0,100,Really enjoyed this casserole. My only change was adding minced garlic to the vegetable mixture and using Golden Mushroom Soup. Thank you Ruth and Taste of Home for a family favorite.,5
1,0,0,0,100,"I loved this recipe, it was perfect, although, I did add a little minced garlic.  This is a keeper!",5
1,0,0,0,100,I have hard time calling this the &#34;best ever&#34;. It took 30 min longer than estimated to bake and the top was all crusty and dark because of the high amount of sugar. I also made a batch of the basic banana bread muffins and preferred that recipe a lot more.,2
1,0,0,0,100,"This recipe hit the spot!  We were in the mood for mexican food but didn&#39;t want to make tacos, so I tried this.  It turned out great.  The tortillas weren&#39;t hard at the bottom, and it had just the right mix of cumin and italian dressing.  Really great flavors.  Even my 1 year old liked it and I wasn&#39;t sure if he would because it&#39;s pretty spicy!",5
1,0,0,0,100,My sister and brother-in-law rated this recipe Yum! Yum!,5
1,0,0,0,100,This is the best potpie recipe. I share this one alot.,5
1,0,0,0,100,"Excellent recipe and easy to put together. Like others, I used Italian sausage instead of beef (taste preference), otherwise made as is. Thank you!",5
10,0,0,0,100,These were a total surprise to me! When I read the ingredients it sounded like nothing I ever tried so I wanted to review it for sure. I was expecting them to be really sweet but they weren&#39;t at all. The batter was much thicker than I am used to but that was just fine. I didn&#39;t have whole wheat flour so I just used regular and I had no buttermilk so I used what I had in the fridge. The only thing I would edit about the directions for this recipe is you should have a cooking temp on there because I didn&#39;t realize that they should be cooked at a lower temp because of how thick and it seems a few others had that issue as well. If someone would like thinner pancakes they could easily just add more milk until the get the right consistency for them. Great recipe really nice job I will make it again for sure. Thanks for sharing!,4
1,0,0,0,100,I hosted a pie party and this was th pie that I baked . It was so delishous everyone was asking for the recipe . To this day my friends still request this scrumptious pie .,5
1,0,0,0,100,I love how easy it is to follow.  Too bad I didn&#39;t follow it:( I forgot to put the oil in.  Didn&#39;t even clue in until I was reviewing cook times!  We shall see.  I will re-review once I&#39;ve tried it.,4
1,0,0,0,100,Very delicious! I didn&#39;t have the paprika but it turned out just fine without it. It was a little colorless which I assume was because I omitted the paprika. It did need more salt but it was still tasty as is. I will definitely make this again!,5
1,0,0,0,100,"I can honestly say that I have not yet tried this recipe, but my husband and I love brunch. I am Amish decendent (Yoder) and they have the best country and simple brunch dishes.I can tell just by readind the ingredient&#39;s that I will make this dish and have created my own simular to this recipe that it is a hit!",5
1,0,0,0,100,was a bit hard to tell when done i am a bit o.c.d about doneness and making sure things are cooked thoughly.  so mine was a bit over done...but still very good. i also halved the recipie and made this for me and my bf on xmas morning well i made it the day before and cooked it on the morning of xmas. love that its a make ahead deal the the syrpe that you make with the recipie is very yummy a bit bland as its just sugar and blueberries mostly but very very yummy.  i would recommend maybe cutting the cream cheese up alot smaller than i did to disperse it a bit more but other than that i loved it and he was sick but tasted it and said it was very good def will be making this again and again especial for xmas morning fantastic breakfast or brunch idea or maybe even dinner :),4
1,0,0,0,100,"I have this almost memorized because I make this all the time.  The first time I made it, my boyfriend remarked &#34;, if I ordered this at a restaurant, I would be back the very next night&#34;.  I have made this at least 30 times and it is always fantastic.  This recipe is simple enough to be quick and easy and yet involves enough flavor to make you feel like you are simply amazing in the kitchen.  I typically double the marinade.  While the chicken is marinating, I chop vegetables.  I have been adding mushrooms lately and it&#39;s a great addition.  I cook the veggies first, be sure to add salt and pepper.  Then I cook chicken after marinating for at least 1 hour.  Mix it all together and voila.  I love to cook all the time, but this recipe has to be made regularly.  It&#39;s just that good!   And don&#39;t skip the red pepper.  Cleanup is also easy, it only requires a cutting board and a pan!",5
1,0,0,0,100,"Very good, but mine came out a little soupier than I expected.  The leftovers thickened up and were perfect! I served it over brown rice.  Next time I will use large or jumbo shrimp, the medium shrived up too much.",4
1,0,0,0,100,"I have made many, many banana bread recipes over the years.  I will never make another recipe again -- this is the winner!  I ran out of oil last time I made it so I put in 1/4 cup oil (instead of the 1/2) and then also added 1/4 cup applesauce...turned out perfectly.  highly, highly recommend this recipe",0
1,0,0,0,100,I made this cake for our church bingo and it was gone in a flash.  We were surprised that people offered to pay  two dollars for a second slice because it was so good.,5
1,0,0,0,100,Very good.  It is moist and fairly dense.  The icing sets if off and compliments the chocolate.  There is just a hint of the Guinness in it so you know it isn&#39;t just your ordinary chocolate cake.  I would make it again.,4
1,0,0,1,100,"This recipe rocks!!! Easy to make. I double the sauce though, doesn&#39;t seem to be enough.",0
1,0,0,0,100,We loved this soup...served it to a friend and he thought it was excellent. Turned out he hated cauliflower and hadn&#39;t eaten any since he was a kid. This soup changed his mind!,5
1,0,0,0,100,"This recipe scared me at first!  However, I am a big fan of consistent five star reviews, so, I tried it.  Then, I saw the residual grease from the bacon and I was worried I&#39;d find a grease puddle at the top of the soup bowl.  I stuck with the recipe not changing a thing since it was the first time trying it.It was YUMMY!  Hearty, rich, flavorful!  Not dietary, but it was after Christmas and I used leftover ham!  Very good!",5
1,0,1,0,193,Best I ever made or ate.,5
1,0,0,0,100,Absolutely delicious plus is a light dessert after a big meal.,4
1,0,0,0,100,This is a great recipe!  Filling enough for a full supper with maybe some homemade bread on the side too.  You can use any leftover veggies you may want to add to this too!,5
1,0,0,0,100,My frosting did not turn out like the picture but the cupcakes were great.  I love the OJ and extract in them!,4
1,0,0,0,100,made these for years but use tomato soup intead of tomatoe sauce,3
1,0,0,0,100,The best coleslaw I ever made..... creamy and sweet!,5
1,0,0,0,100,This soup was very time consuming but well worth the time. My family loved it. Even my picky kids loved it. I doubled the recipe and it was delish as leftover too.,5
1,0,0,0,100,What a fantastic recipe for those cold and blustery days. I had a little left over homemade turkey broth from Thanksgiving that needed to be used but not enough for the recipe so I added to it with my homemade chicken stock. So easy and quick to make I enjoyed it for lunch today.,5
1,0,0,0,100,"My husband made this easy recipe and loved it!!,",5
1,0,0,0,100,Delicious!  I prefer to use 2C chicken stock with half a cup of water to eliminate the MSG from the bouillon.,5
1,0,1,0,193,I have made this several times.  Took it to work to share and even the people who said they only wanted a little bit came back for BIG second helpings.  Delish,5
1,0,0,0,100,HELP!  I tried this recipe yesterday and it did not set up.  It had plenty of frig time.  Any suggestions would be great - the family loved it anyway.  Only change was used regular jello as I did not have sugar free on hand.,0
1,0,1,4,116,"So time consuming! I don&#39;t think the outcome was worth the effort.  I forgot Romano cheese (which I didn&#39;t have anyway) so I sprinkled Parmesan on top which improved the taste. I&#39;m sure the taste would be better had I remembered the Romano, but again lots of time required to make this.",3
1,0,0,0,100,This has to be the BEST banana nut bread ever.,5
1,0,0,0,100,"I made &#34;mini&#34; cupcakes for my husband to take to work; half frosted the other half plain.  I ate one of each and they were moist and delectable.  My husband thought I was crazy and said no one is going to eat zucchini cupcakes.  They were gone by the end of the day and two weeks later, he came home with a special request to send in more!!!",5
1,0,0,0,100,"I made this recipe in my electric skillet, rather than using my oven.  The fish cooked in a flash and we were sitting down to eat in less than 1/2 hour from start-to-finish.  Went great with green beans amandine, too!",5
10,0,0,0,100,"I didn&#39;t have rice noodles, so I used a package of Ramen noodles (without the seasoning packet), and no green onions. My husband suggested adding some broth and making it a soup, but the rest of us didn&#39;t think that was necessary. We all really enjoyed it.",5
1,0,0,0,100,This was delicious!  Everyone in the family enjoyed it!  Definitely a keeper!,5
1,0,0,0,100,I made these today for my birthday treat.  I thought they were great.  The whole family gave them 5 stars!  They were worth the little extra time it took to make them!,5
1,0,0,0,100,This chili was great!!  I will be making it again for sure.  I cooked mine in the crock pot and it was super easy.,5
1,0,0,0,100,This recipe is so simple and absolutely deliciouos. My family loved it. I will definitely be adding it to my regular recipe rotation.,5
1,0,0,0,100,"I made this for my husband and a friend and they both loved it! I only used one can of green chilies and I omitted the onions. I added 5 drops of potent hot sauce at the end, as well. It says it yields 7 servings, but I would say this comfortably feeds only 5 people.",5
1,0,0,0,100,"Awesome recipe thank you! First great tasting bread!Substituted applesauce with blended blueberries, used a tablespoon of two less of sugar and added a couple handfuls of blueberries and walnuts. YUMMY! ??????",5
1,0,0,0,100,"I used a 30 oz bag  of hashbrowns, doubled the sauce, don&#39;t use more than 1 1/2 tp salt for doubled sauce recipe.  Super simple and oh so good!!!!",5
1,0,0,0,100,This was really a great way to use up the zucchini in the garden.  It was delicious.  Because my family really likes cheddar cheese I used a cup of cheddar on the top with the mozzarella.  Everyone enjoyed it.  I also made just the base without the top and served it with a chicken dinner.  Went over well.,5
1,0,0,0,100,"I want to make this but I want to use mini foil pans, do I need to change anything ?",0
1,0,0,0,100,Thanks a lot for the easy to follow  recipe and videos. I&#39;m a beginner bread maker and your video&#39;s really help me.  Thanks again from NZ,5
1,0,0,0,100,Very good. Moist and rich. I replace half the cocoa powder with dark cocoa power. I didn&#39;t use this frosting recipe.,5
1,0,0,0,100,Lot of potatoes and potato taste in this recipe.  Almost tastes like a hashbrown casserole.,4
1,0,0,0,100,EXCELLENT! This truly does taste like &#34;normal&#34; banana bread. You would never know it&#39;s gluten free. I had to use 6.5 bananas to get the required 2 cups.,5
1,0,0,0,100,This soup is fantastic!!   Major raves reviews and seconds by all made this pot disappear quickly.,5
1,0,0,0,100,"Loved it! I used 1/2 chunky mango habanero salsa, and 1/2 standard hot, and the texture was great, not runny at all. I usually make my own taco seasoning, and just mixed in some chile powder, cumin, oregano, cayenne, salt/pepper, and fresh garlic. I also added minced serrano pepper. I did make a couple minor substitutions: shallots instead of onion, and monterey jack instead of mexican cheese. The only problem was I ate way too much.  I think next time I&#39;ll try corn tortillas and maybe add a can of corn.",5
1,0,0,0,100,This was delicious and so simple to make.  I bought a rotisserie chicken from the deli which gave the recipe some extra flavor.  Will definitely be making this again.,5
1,0,0,0,100,I have made banana bread over the years and this is the best recipe I have ever tried.  I need not look further.  This is it!,5
1,0,1,0,193,Very good and sweet cornbread.  Perfect with spicy main dishes!,5
1,0,0,0,100,Great!,5
1,0,0,0,100,I thought this tasted great! I&#39;m watching the carbs and it was a great way to omit the bread in traditioanl bruschetta and still get the flavor!,4
1,0,0,0,100,"Delicious, it always get rave reviews! !",5
1,0,1,1,142,"I didn&#39;t want to make a 3-layer cake, so I cut the recipe in half and baked it in a 9&#34; X 7&#34; Pyrex pan for about 25 minutes and it turned out perfectly. The cake is very good. The frosting was creamy and thick, but perhaps just a little bit too sweet.  But overall, a great-tasting cake!",5
1,1,9,2,335,"Made this for the first time tonight and it was bomb. I made some alterations because my family doesn&#39;t like English peas. Instead, I stirred in leftover fresh spinach for color and it was all kinds of wonderful. Make sure you use both dark meat and white meat!",5
1,0,0,0,100,OOPS!  5 plus stars...,5
1,0,1,0,193,Delicious!  I used  close to 5 cups of chopped apples and it still seemed like a lot. I used a caramel whiskey sauce because I already had some made up and a dollop of home made whipping cream and oh was it good! I will make the butterscotch sauce the next time. And as another person said the cake stands on its own. I myself loved the texture of the flaky crunch on top of the cake. My husband loves anything baked with apples in it and this one was a big hit!,5
1,0,1,0,193,"I got a Taste of Home Quick Cooking magazine probably in 1998.  It had this recipe in it and I loved it.  It is extremely easy to make and the taste is fantastic.  I lost the magazine and am so glad that I was able to get this recipe again.  I am positive that everyone that tries it will absolutely love it.Thank you,Carolyn Oliver",5
1,0,0,0,100,"This is a family favorite!  I use canned chicken, reduce the broth and add a can of corn.  Perfect with hot cornbread!",5
1,1,9,9,230,Can I freeze this bread?,0
1,0,0,0,100,This was great. It had a delicious chocolate taste that was really enhanced by the beer. I made it for a St Patricks day dinner and everyone loved it!   To whiskeydrinkingcowgirl. A cake falls when the ingredients have not been mixed properly. I would make sure  all the ingredients are well mixed.,5
1,0,0,0,100,What specifically was wrong with it?,0
